# Volumen [m^3]     Presión [Pa]
5.145029005801160515e-01 7.484144505025306614e-18
5.290058011602321031e-01 5.814016781465304885e-18
5.435087017403480436e-01 5.142213042224471056e-18
5.580116023204640952e-01 5.584660738901540121e-18
5.725145029005801467e-01 5.384284323039663150e-18
5.870174034806960872e-01 5.087254434412660420e-18
6.015203040608121388e-01 4.850952613284834747e-18
6.160232046409281903e-01 4.898857956758088622e-18
6.305261052210442418e-01 4.805197448024880176e-18
6.450290058011602934e-01 4.775841927764788018e-18
6.595319063812762339e-01 4.355896593791757766e-18
6.740348069613922855e-01 4.335673443960705464e-18
6.885377075415083370e-01 4.375379462175045420e-18
7.030406081216242775e-01 4.322611177535137787e-18
7.175435087017403291e-01 4.133354736793544035e-18
7.320464092818563806e-01 4.189172014014750130e-18
7.465493098619724321e-01 4.061388370317679800e-18
7.610522104420884837e-01 3.967389433067057993e-18
7.755551110222045352e-01 3.878131168900359569e-18
7.900580116023204758e-01 3.769925058018119950e-18
8.045609121824365273e-01 3.954590999117710976e-18
8.190638127625524678e-01 3.726123517237354035e-18
8.335667133426685194e-01 3.447999396661413818e-18
8.480696139227845709e-01 3.563735721975547276e-18
8.625725145029006224e-01 3.522585164781987920e-18
8.770754150830166740e-01 3.441714275581419023e-18
8.915783156631326145e-01 3.312336782955924893e-18
9.060812162432486661e-01 3.234137222172851362e-18
9.205841168233647176e-01 3.198914762417684941e-18
9.350870174034806581e-01 3.177344476091831418e-18
9.495899179835967097e-01 3.056999519055378747e-18
9.640928185637127612e-01 3.138613079362238770e-18
9.785957191438288127e-01 3.080541272836764954e-18
9.930986197239448643e-01 2.940111040465682747e-18
1.007601520304060916e+00 3.010601331376866979e-18
1.022104420884176967e+00 3.166232482076071505e-18
1.036607321464293019e+00 2.912325832996487675e-18
1.051110222044409070e+00 2.847098211281637629e-18
1.065613122624524900e+00 2.880271376686270215e-18
1.080116023204640952e+00 2.856548079049255154e-18
1.094618923784756781e+00 2.720220465697971258e-18
1.109121824364873055e+00 2.711582351297281478e-18
1.123624724944988884e+00 2.627749070936191683e-18
1.138127625525104936e+00 2.621776287912506255e-18
1.152630526105220987e+00 2.591665255216242842e-18
1.167133426685337039e+00 2.524562551835348894e-18
1.181636327265453090e+00 2.482744680348451593e-18
1.196139227845569142e+00 2.540793543442260445e-18
1.210642128425685193e+00 2.464526656221316738e-18
1.225145029005801245e+00 2.485068030766050041e-18
1.239647929585917296e+00 2.444036636001619321e-18
1.254150830166033348e+00 2.401493315072033007e-18
1.268653730746149400e+00 2.411779329834127481e-18
1.283156631326265229e+00 2.346263816289655080e-18
1.297659531906381281e+00 2.354685636142794489e-18
1.312162432486497332e+00 2.253070689113311777e-18
1.326665333066613162e+00 2.287205187903722410e-18
1.341168233646729435e+00 2.229648250054863199e-18
1.355671134226845265e+00 2.229202524544177536e-18
1.370174034806961316e+00 2.180501542616171337e-18
1.384676935387077368e+00 2.133904053007156694e-18
1.399179835967193419e+00 2.217803511468859743e-18
1.413682736547309471e+00 2.119904189970227367e-18
1.428185637127425522e+00 2.128888778379883507e-18
1.442688537707541574e+00 2.129685846403735641e-18
1.457191438287657625e+00 2.098558129014005835e-18
1.471694338867773455e+00 2.095115478224794973e-18
1.486197239447889729e+00 1.970048341125687178e-18
1.500700140028005558e+00 2.006619142155871829e-18
1.515203040608121610e+00 2.016021062066971718e-18
1.529705941188237661e+00 1.986791904360411436e-18
1.544208841768353713e+00 1.944602889446662421e-18
1.558711742348469986e+00 1.923500716382649606e-18
1.573214642928585816e+00 1.968587776193642060e-18
1.587717543508701645e+00 1.930382039371951940e-18
1.602220444088817919e+00 1.925475131972875096e-18
