-8.433891982164730405e-03 -1.678265973343193718e-01 -4.478722911570042764e-01
3.389941825485826010e-01 -2.522965397089091955e-01 -2.061210980985997143e-01
9.183031475002911836e-01 1.393533670897202592e+00 4.146832382042764942e-01
4.469103499230463461e-01 -8.403114169096196351e-01 -8.829615694136861981e-01
4.374937532804558105e-01 -1.521054722371575352e-01 2.525098510889537406e-01
1.161269488011106521e+00 1.571346474298621843e+00 1.357162706316108025e+00
-3.037723647798988846e-01 6.996665860049258168e-01 -1.285545102570477605e+00
5.804564221850184724e-01 1.984667111135892004e+00 1.690363338420853401e+00
-5.364810752835966756e-01 -5.006119883169397600e-01 -4.050506289222758349e-01
1.898581764932593674e-01 4.563931187916148158e-02 5.848102169356264035e-01
4.029742018700522843e-01 -4.813404903886037145e-01 -7.004978551600020698e-01
-8.269053085874684683e-01 -3.444259096360130501e-01 -1.275048396499153525e-01
-4.923477898304644551e-01 1.097692065747600587e+00 6.285311361581269463e-01
2.412431518465687763e-01 -7.476912846029513116e-01 6.075177761593939518e-01
-1.332336569121996384e+00 -4.657403801385925357e-01 -2.474891113009378696e-01
5.906284042069678275e-01 -1.055187183225234859e+00 -7.337151726096242665e-01
2.972445607667120182e-01 1.411793850453424426e+00 -9.762594769131685557e-02
3.259576136795958590e-01 2.477541604568471723e-01 6.736373473385746102e-01
-3.064132351855793912e-01 -4.536260279457283162e-01 -4.492810324132519018e-01
5.730773422963768571e-01 -4.968773178823421288e-01 -1.289830730120087976e+00
-1.365647349562590041e+00 -6.156317404349369582e-01 -2.571315378228397064e-01
3.059914273377577487e-01 3.432726884842985937e-01 2.685040585255813461e-01
6.928998367482203102e-01 -6.976922909009153351e-02 -8.234681127751350971e-01
9.341677911775060350e-01 -1.214109456065340042e+00 -8.624881102957382417e-01
8.812818556148395155e-01 -8.214027494763744830e-01 9.700596079373238201e-01
-7.378800110338495921e-01 1.624187135508608604e+00 2.800746096334177371e-01
-2.617692651839298446e-01 1.630447899514183563e-01 -3.754352942500877727e-02
-1.323934397385037876e-01 -7.002640384308593813e-01 -4.950009077082864195e-01
6.982863896203640452e-01 -9.573356443166515239e-01 2.740150264324850427e-01
4.614166678242335173e-01 -5.213889288851162318e-01 5.869996819659464155e-02
1.358215632275661999e+00 1.998815545994960807e-01 -4.026485613846990663e-01
-1.174910333663539141e-01 -5.768151962923464549e-01 -1.197747931964268764e+00
2.085088658069851886e-01 -2.207320593880996995e-01 4.560886377811935732e-01
-3.467486193089530655e-02 -1.126399088685418715e+00 7.995277773163737001e-01
1.123990752399564030e-01 1.740797127807037215e-01 -9.798406342196319674e-01
-2.512016638786117584e-01 7.641105357785712981e-03 6.212978236626871542e-01
9.196223837790704625e-01 1.194124835983507049e+00 1.004416582407851255e+00
5.169236367603150528e-01 -4.991179794584965634e-01 -1.134497813571909930e+00
-1.629756895150449081e+00 1.039373320510805360e-01 -8.378418844639637930e-01
-4.528379280585781985e-01 2.618775376935202348e-01 7.169436187036629105e-02
8.514467073954834486e-02 4.154542292756083777e-01 -2.165922265396617585e-01
-9.138104047735913227e-01 -1.076009217846689126e+00 -1.581839565780709389e+00
4.323509090905992558e-01 3.539366361433387009e-01 2.821580348098456925e-03
-1.959740435036541606e-01 1.599150686514657638e-01 -7.450245025687529665e-01
-5.101850132017567985e-01 -7.975302877186650763e-01 1.268291393652650756e-01
-1.127466882847137031e+00 -9.056658311604315337e-01 -4.157347606453094535e-01
-5.642083950631398004e-01 2.096183633336096697e-01 -1.876393751240727825e+00
8.102784000706136913e-02 8.200116676632528412e-01 -3.665249603665171607e-01
1.191943158787536872e+00 -1.109244409126721037e-01 -1.763412334387620684e-02
3.029612649431117077e-01 1.585261266469544794e-01 7.146898713201046416e-01
3.531259819627068364e-01 1.367585956159244276e+00 8.533095470432283669e-02
-2.198376994005574403e+00 1.576896441537530280e-01 -1.315431804971658458e+00
7.380900811506724279e-01 -1.591480124495678050e-01 2.250087623132916992e-01
-5.779452060989540563e-01 -1.666918724097094795e-01 3.803022869719174248e-01
7.898112377645909454e-01 -1.682874318804360225e+00 -7.985701597266618990e-01
1.371860489722263710e+00 -9.120841893649725973e-01 -3.238192371515128398e-01
-5.623758034928263427e-01 6.273719269530664278e-01 -4.767302472729090246e-01
-2.561475401239552419e-01 2.889400413785555011e-01 -7.131468876642896859e-01
-8.916282432719357942e-04 -1.675205404519085395e+00 1.218322824504423529e+00
-3.459289377283688016e-01 -6.802890655540221321e-01 -3.107312962301850834e-01
1.352613172027616883e-03 -4.313317968153428383e-01 -1.507908685120862513e+00
8.127651857853990247e-02 -2.211132988922670961e+00 1.267946609433196758e-01
-6.279165304440237350e-01 2.123112504558074543e-01 -6.940850922119238264e-01
3.847536776435245276e-01 5.266226330038366044e-01 -7.339348134952046188e-01
7.427635992136972787e-01 1.750576079325961154e-01 -1.090261860857668630e-01
-4.395397542568876825e-01 -1.713274857698697140e+00 4.007299017307798805e-01
-6.800188972771230578e-01 8.685934734031459659e-01 -6.422855089087061708e-01
-3.214119489851385847e-01 3.690749219733186481e-01 1.936985924859989106e-01
